0.000831046 	 517.419
0.000812791 	 -465.289
0.000234473 	 -948.219
0.00117417 	 -1226.91
0.000159537 	 -2403.84
0.000429619 	 -1176.21
0.00127646 	 -855.069
0.00159977 	 1862.38
0.000423775 	 -283.103
0.00160655 	 -848.696
0.000285303 	 -1308.09
0.000180998 	 -727.419
0.000510162 	 -366.096
0.00100725 	 618.658
0.000830027 	 1098.92
0.00069252 	 175.189
1.94991e-05 	 -6167.1
0.000473317 	 -1553.33
0.00083001 	 313.992
0.0012849 	 536.526
0.000506611 	 -1277.41
0.00144725 	 -1207.84
0.00175478 	 1355.32
0.000566438 	 251.503
0.00180801 	 1748.41
0.00115209 	 -596.177
0.000578939 	 808.041
0.00182273 	 -26.7675
0.000849411 	 -752.248
0.000747775 	 -404.28
4.90563e-05 	 -4880.09
0.000590715 	 -385.209
0.000984347 	 -612.947
0.000369543 	 -774.863
0.00140765 	 53.0653
0.000889805 	 -110.948
0.00116718 	 -1726.05
0.000593344 	 456.4
0.000516533 	 6.81106
0.00125655 	 -328.374
0.000190239 	 -2063.53
0.001833 	 1308.39
0.00167662 	 21.4024
5.93487e-05 	 -3680.18
0.000721084 	 -1544.43
0.0016255 	 -192.281
0.000692632 	 -195.141
0.00112612 	 -188.238
0.00190225 	 4624.3
0.000154566 	 -1237
0.00191865 	 3182.44
0.00180742 	 933.69
0.00058142 	 123.261
0.000989023 	 505.939
0.000325593 	 -1079.9
0.00053636 	 -170.172
0.000189711 	 -1083.89
0.00126792 	 -367.521
0.00196887 	 4448.99
0.00023966 	 -1808.7
0.00119627 	 468.641
0.000285601 	 1039.79
9.9453e-06 	 -5375.04
0.000341648 	 -1210.75
0.00183775 	 576.397
0.000117671 	 -2580.72
0.00124108 	 154.716
0.000418499 	 -1487.53
0.000683029 	 998.706
0.0019879 	 4839.5
0.00187616 	 2118.58
0.00115571 	 913.241
0.00143616 	 774.561
0.000287115 	 -988.16
0.00122722 	 -33.6088
0.00133756 	 -991.632
0.00180775 	 1151.55
0.000839608 	 1051.94
0.000733435 	 608.821
0.000532907 	 732.269
0.000753466 	 248.84
0.000425733 	 -461.869
0.0017279 	 563.879
0.00144466 	 571.058
0.000723274 	 -790.158
0.00164228 	 -1319.82
0.000283698 	 -19.8181
0.00125674 	 135.574
0.00197774 	 4696.84
0.00192537 	 3705.26
0.000833584 	 1064.28
0.00150358 	 -287.939
0.000267871 	 315.162
0.000955557 	 483.711
0.000396645 	 29.1515
0.000769997 	 -343.819
0.00188226 	 2956.75
0.00146311 	 -342.69
0.00127078 	 1214.51
0.000986711 	 -202.246
5.30229e-05 	 -4425.06
0.000435619 	 -1654.78
0.00194241 	 4013.85
0.00180725 	 203.406
0.001115 	 -778.264
0.000997852 	 284.529
0.000141337 	 -1222.63
0.00160822 	 466.152
0.000985662 	 -1352.96
0.00194375 	 4635.4
0.00151759 	 200.45
0.00183586 	 1468.74
0.00127506 	 293.056
0.000903065 	 127.268
0.000637871 	 894.651
0.000929223 	 -1773.97
0.000963127 	 -1913.49
0.00142546 	 -232.386
0.00144227 	 -286.464
0.00155744 	 439.771
0.00134197 	 -177.375
0.00108417 	 -16.4889
0.00120137 	 -114.934
0.00112063 	 -256.995
0.0012764 	 624.396
0.000740863 	 29.6166
0.000893909 	 -680.707
0.000900199 	 -315.944
0.00148222 	 -21.5111
0.00155269 	 -439.897
0.000641524 	 1448.77
0.000583205 	 -141.57
0.00197888 	 5673.84
0.000312758 	 -459.902
0.00163869 	 1998.24
0.000133107 	 -2457.88
4.59637e-06 	 -6119.39
0.000479013 	 858.124
0.00126723 	 -690.859
0.0011602 	 207.511
0.000176141 	 -1785.95
0.00190565 	 2056.39
0.00145813 	 439.423
0.00046148 	 -540.298
0.00137482 	 1010.42
0.00179341 	 2007.87
0.00141726 	 147.21
0.00180914 	 1721
0.000175708 	 -2425.72
0.00171755 	 1926.69
0.000168741 	 -2116.85
0.0015801 	 954.755
0.000820785 	 -270.289
0.001111 	 -362.062
0.000979516 	 -1726.77
0.00118084 	 2.0261
0.00120748 	 -165.105
0.000946944 	 -56.0336
0.000303124 	 -868.438
0.0012054 	 751.136
9.86323e-05 	 -3044.91
0.00125385 	 -176.666
0.00139308 	 648.707
0.00160362 	 -477.468
0.00137884 	 124.734
0.00185392 	 891.872
0.00019197 	 -1809.6
0.00192082 	 3751.81
0.00151314 	 1251.53
0.00173786 	 1008.64
1.41926e-05 	 -5454.26
0.000445393 	 -667.032
0.00136267 	 -279.308
