0 	 3.89314e+28 	 7.84847e+28 	 5.43693e+34
2.5e-10 	 3.89246e+28 	 7.84786e+28 	 5.03131e+34
5e-10 	 3.89318e+28 	 7.85014e+28 	 4.65813e+34
7.5e-10 	 3.89663e+28 	 7.86049e+28 	 4.47409e+34
1e-09 	 3.9008e+28 	 7.88162e+28 	 4.35412e+34
1.25e-09 	 3.90845e+28 	 7.91629e+28 	 4.21806e+34
1.5e-09 	 3.92046e+28 	 7.96018e+28 	 4.03559e+34
1.75e-09 	 3.93911e+28 	 8.03285e+28 	 3.9421e+34
2e-09 	 3.9613e+28 	 8.12278e+28 	 3.82538e+34
2.25e-09 	 3.99117e+28 	 8.24257e+28 	 3.81048e+34
2.5e-09 	 4.02714e+28 	 8.38151e+28 	 3.73743e+34
2.75e-09 	 4.06497e+28 	 8.54368e+28 	 3.79428e+34
3e-09 	 4.11067e+28 	 8.71447e+28 	 3.78153e+34
3.25e-09 	 4.16003e+28 	 8.88999e+28 	 3.81186e+34
3.5e-09 	 4.21486e+28 	 9.08215e+28 	 3.81027e+34
3.75e-09 	 4.27137e+28 	 9.29369e+28 	 3.86052e+34
4e-09 	 4.33091e+28 	 9.51481e+28 	 3.86259e+34
4.25e-09 	 4.39544e+28 	 9.75893e+28 	 3.78994e+34
4.5e-09 	 4.47109e+28 	 1.00424e+29 	 3.7268e+34
4.75e-09 	 4.54818e+28 	 1.03094e+29 	 3.8571e+34
5e-09 	 4.62255e+28 	 1.06096e+29 	 3.80473e+34
5.25e-09 	 4.71343e+28 	 1.09339e+29 	 3.63975e+34
5.5e-09 	 4.811e+28 	 1.12956e+29 	 3.68125e+34
5.75e-09 	 4.90194e+28 	 1.15878e+29 	 3.80788e+34
6e-09 	 4.99234e+28 	 1.18872e+29 	 3.76832e+34
6.25e-09 	 5.09443e+28 	 1.22449e+29 	 3.64984e+34
6.5e-09 	 5.21009e+28 	 1.26568e+29 	 3.70775e+34
6.75e-09 	 5.30788e+28 	 1.29831e+29 	 3.81079e+34
7e-09 	 5.40711e+28 	 1.33236e+29 	 3.79529e+34
7.25e-09 	 5.51412e+28 	 1.36338e+29 	 3.69055e+34
7.5e-09 	 5.6246e+28 	 1.40538e+29 	 3.68011e+34
7.75e-09 	 5.74495e+28 	 1.44365e+29 	 3.75951e+34
8e-09 	 5.85193e+28 	 1.48551e+29 	 3.7757e+34
8.25e-09 	 5.99198e+28 	 1.52424e+29 	 3.64649e+34
8.5e-09 	 6.13239e+28 	 1.56568e+29 	 3.65052e+34
8.75e-09 	 6.25439e+28 	 1.60323e+29 	 3.75181e+34
9e-09 	 6.38778e+28 	 1.6458e+29 	 3.73514e+34
9.25e-09 	 6.52586e+28 	 1.68955e+29 	 3.66042e+34
9.5e-09 	 6.63786e+28 	 1.72771e+29 	 3.69262e+34
9.75e-09 	 6.74862e+28 	 1.7565e+29 	 3.71956e+34
1e-08 	 6.89392e+28 	 1.79025e+29 	 3.71083e+34
1.025e-08 	 7.02917e+28 	 1.82264e+29 	 3.69472e+34
1.05e-08 	 7.14792e+28 	 1.86283e+29 	 3.7199e+34
1.075e-08 	 7.27549e+28 	 1.89849e+29 	 3.66786e+34
1.1e-08 	 7.41133e+28 	 1.93612e+29 	 3.66291e+34
1.125e-08 	 7.53996e+28 	 1.97223e+29 	 3.69535e+34
1.15e-08 	 7.67014e+28 	 2.00657e+29 	 3.71223e+34
1.175e-08 	 7.79993e+28 	 2.03626e+29 	 3.66068e+34
1.2e-08 	 7.95422e+28 	 2.08145e+29 	 3.62589e+34
1.225e-08 	 8.11294e+28 	 2.11678e+29 	 3.67871e+34
1.25e-08 	 8.24075e+28 	 2.15069e+29 	 3.73363e+34
1.275e-08 	 8.38402e+28 	 2.18337e+29 	 3.68004e+34
1.3e-08 	 8.52804e+28 	 2.21158e+29 	 3.59181e+34
1.325e-08 	 8.69034e+28 	 2.24426e+29 	 3.6763e+34
1.35e-08 	 8.75164e+28 	 2.25249e+29 	 3.74659e+34
1.375e-08 	 8.87188e+28 	 2.27005e+29 	 3.68393e+34
1.4e-08 	 9.00492e+28 	 2.28634e+29 	 3.54901e+34
1.425e-08 	 9.12989e+28 	 2.31817e+29 	 3.62883e+34
1.45e-08 	 9.18517e+28 	 2.33704e+29 	 3.69894e+34
1.475e-08 	 9.33137e+28 	 2.36436e+29 	 3.63527e+34
1.5e-08 	 9.45944e+28 	 2.378e+29 	 3.54366e+34
1.525e-08 	 9.57972e+28 	 2.39995e+29 	 3.6046e+34
1.55e-08 	 9.70395e+28 	 2.44096e+29 	 3.66505e+34
1.575e-08 	 9.83182e+28 	 2.46381e+29 	 3.64286e+34
1.6e-08 	 9.92873e+28 	 2.50161e+29 	 3.5721e+34
